# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|089|0003|14129|2|7|105|110|20130122|00:00|0.00310||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130128|00:00|0.00370||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130203|00:00|0.00310||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130209|00:00|0.00270||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130215|00:00|0.00390||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130227|00:00|0.00310||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130305|00:00|0.00150||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130311|00:00|0.00130||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130317|00:00|0.00560||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130323|00:00|0.00140||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130329|00:00|0.00590||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130404|00:00|0.00100||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130410|00:00|0.00300||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130416|00:00|0.00100||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130422|00:00|0.00300||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130428|00:00|0.00200||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130504|00:00|0.00000||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130510|00:00|0.00200||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130516|00:00|0.00500||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130528|00:00|0.00300||6|||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130603|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130609|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130615|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130621|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130627|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130703|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130709|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130715|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130721|00:00||AF||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130727|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130802|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130808|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130814|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130826|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130901|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130907|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130913|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130919|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20130925|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131001|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131007|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131013|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131019|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131025|00:00|0.00000|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131031|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131106|00:00|0.00100|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131112|00:00|0.00400|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131118|00:00|0.00300|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131124|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131130|00:00|0.00200|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131206|00:00|0.00135|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131212|00:00|0.00170|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131218|00:00|0.00206|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20131230|00:00|0.00209|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140105|00:00|0.00236|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140111|00:00|0.00118|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140117|00:00|0.00184|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140123|00:00|0.00214|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140129|00:00|0.00199|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140204|00:00|0.00104|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140210|00:00|0.00313|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140216|00:00|0.00472|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140222|00:00|0.00454|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140306|00:00|0.00331|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140312|00:00|0.00149|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140318|00:00|0.00129|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140324|00:00|0.00312|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140330|00:00||AM|||4|||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140405|00:00||AM|||4|||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140411|00:00|0.00326|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140417|00:00|0.00385|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140423|00:00|0.00244|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140429|00:00|0.00133|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140511|00:00|0.00203|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140523|00:00|0.00378|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140710|00:00|0.00195|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140722|00:00|0.00144|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140803|00:00|0.00158|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140815|00:00|0.00249|||||||||||||||
RD|I|13|089|0003|14129|2|7|105|110|20140827|00:00|0.00359|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120203|00:00|0.01300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120209|00:00|0.02500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120215|00:00|0.01600||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120221|00:00|0.01100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120227|00:00|0.01000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120304|00:00|0.20000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120310|00:00|0.00750||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120316|00:00|0.07500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120322|00:00|0.03300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120328|00:00|0.02900||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120403|00:00|0.04200||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120409|00:00|0.03800||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120415|00:00|0.00660||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120421|00:00|0.04300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120427|00:00|0.15000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120503|00:00|0.15000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120509|00:00|0.17000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120515|00:00|0.48000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120521|00:00|0.31000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120527|00:00|0.01300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120602|00:00|0.47000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120608|00:00|0.01600||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120614|00:00|0.03100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120620|00:00|0.01700||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120626|00:00|0.01200||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120702|00:00|0.19000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120708|00:00|0.02300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120714|00:00|0.00330||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120720|00:00|0.01900||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120726|00:00|0.24000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120802|00:00|0.22000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120808|00:00|0.38000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120814|00:00|0.12000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120820|00:00|0.09800||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120826|00:00|0.00840||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120831|00:00|0.01100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120906|00:00|0.09300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120912|00:00|0.02100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120918|00:00|0.38000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120924|00:00|0.05900||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20120930|00:00|0.07800||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121006|00:00|0.23000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121012|00:00|0.16000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121018|00:00|0.02100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121024|00:00|0.07000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121030|00:00|1.64000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121105|00:00|0.09300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121111|00:00|0.03500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121117|00:00|0.03710||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121123|00:00|0.30000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121129|00:00|0.04500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121205|00:00|0.04600||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121211|00:00|0.04200||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121217|00:00|0.01100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121223|00:00|0.02100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20121229|00:00|0.12000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130104|00:00|0.03300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130110|00:00|0.01700||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130116|00:00|0.00670||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130122|00:00|0.04400||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130128|00:00|0.03600||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130203|00:00|0.13000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130209|00:00|0.01000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130215|00:00|0.05000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130221|00:00|0.02500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130227|00:00|0.03500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130305|00:00|0.06300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130311|00:00|0.04000||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130317|00:00|0.00660||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130323|00:00|0.01100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130329|00:00|0.02100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130404|00:00|0.00800||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130410|00:00|0.01200||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130416|00:00|0.01100||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130422|00:00|0.00900||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130428|00:00|0.00500||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130504|00:00|0.02600||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130510|00:00|0.09400||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130516|00:00|0.04900||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130522|00:00|0.04300||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130528|00:00|0.03400||6|||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130603|00:00|0.02000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130609|00:00|0.00700|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130615|00:00|0.00700|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130621|00:00|0.01200|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130627|00:00|0.04700|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130703|00:00|0.00700|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130709|00:00|0.02300|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130715|00:00|0.01000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130721|00:00|0.03000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130727|00:00|0.33400|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130802|00:00|0.04900|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130808|00:00|0.01600|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130814|00:00|0.02400|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130820|00:00|0.02100|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130826|00:00|0.02000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130901|00:00|0.00000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130907|00:00|0.01000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130913|00:00|0.07300|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130919|00:00|0.02200|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20130925|00:00|0.01400|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131001|00:00|0.02700|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131007|00:00|0.02000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131013|00:00|0.02600|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131019|00:00|0.06000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131025|00:00|0.02800|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131031|00:00|0.02500|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131106|00:00|0.02000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131112|00:00|0.08400|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131118|00:00|0.44700|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131124|00:00|0.06000|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131130|00:00|0.00600|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131206|00:00|0.03414|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131212|00:00|0.02370|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131218|00:00|0.07093|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131224|00:00|0.03465|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20131230|00:00|0.01928|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140204|00:00|0.00901|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140210|00:00|0.21556|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140216|00:00|0.02607|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140222|00:00|0.04444|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140228|00:00|0.07973|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140306|00:00|0.00772|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140312|00:00|0.12459|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140318|00:00|0.01105|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140324|00:00|0.02406|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140330|00:00||AM|||4|||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140405|00:00||AM|||4|||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140411|00:00|0.02085|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140417|00:00|0.01096|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140423|00:00|0.03014|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140429|00:00|0.01775|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140505|00:00|0.03443|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140511|00:00|0.00510|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140517|00:00|0.01783|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140523|00:00|0.40896|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140529|00:00|0.01114|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140704|00:00|0.01788|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140710|00:00|0.02107|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140716|00:00|0.04818|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140722|00:00|0.01103|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140728|00:00|0.05575|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140803|00:00|0.01635|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140809|00:00|0.03807|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140815|00:00|0.05022|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140821|00:00|0.02840|||||||||||||||
RD|I|13|215|0009|14129|1|7|105|110|20140827|00:00|0.01706|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20111229|00:00|0.00000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120104|00:00|0.02100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120110|00:00|0.05400||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120116|00:00|0.02600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120122|00:00|0.01800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120128|00:00|0.01700||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120203|00:00|0.08900||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120209|00:00|0.02000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120215|00:00|0.03000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120221|00:00|0.02900||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120227|00:00|0.01800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120304|00:00|0.00400||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120310|00:00|0.04100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120316|00:00|0.04600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120322|00:00|0.23000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120328|00:00|0.03900||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120403|00:00|0.01900||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120409|00:00|0.02100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120415|00:00|0.11000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120421|00:00|0.23000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120427|00:00|0.02800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120503|00:00|0.31000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120509|00:00|0.00840||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120515|00:00|0.01100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120521|00:00|0.26000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120527|00:00|0.01800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120602|00:00|0.00550||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120608|00:00|0.59000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120614|00:00|0.54000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120620|00:00|0.00000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120626|00:00|0.03600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120702|00:00|0.02000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120708|00:00|0.00300||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120714|00:00|0.55000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120720|00:00|0.00870||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120726|00:00|0.03600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120801|00:00|0.01700||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120807|00:00|0.01200||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120813|00:00|0.28000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120819|00:00|0.04300||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120825|00:00|0.29000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120831|00:00|0.28000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120906|00:00|0.02100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120912|00:00|0.72000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120918|00:00|0.00740||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120924|00:00|0.01600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20120930|00:00|0.25000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121006|00:00|0.02500||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121012|00:00|0.05800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121018|00:00|0.10000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121024|00:00|0.18000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121030|00:00|0.01500||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121105|00:00|0.08100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121111|00:00|0.75000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121117|00:00|0.06000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121123|00:00|0.02500||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121129|00:00|0.15000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121205|00:00|0.03100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121211|00:00|0.00410||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121217|00:00|0.06600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121223|00:00|0.01700||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20121229|00:00|0.00690||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130104|00:00|0.00910||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130110|00:00|0.15000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130116|00:00|0.00420||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130122|00:00|0.01000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130128|00:00|0.47000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130203|00:00|0.00980||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130209|00:00|0.09400||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130215|00:00|0.02200||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130221|00:00|0.08500||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130227|00:00|0.01100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130305|00:00|0.00930||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130311|00:00|0.10000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130317|00:00|0.00500||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130323|00:00|0.11000||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130329|00:00|0.02700||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130404|00:00|0.00700||6|||||||||||||
